,Year_Site,Year_JulianDay_Site,Year_Round_Site,Site,Year_Round,Year,Year_JulianDay,HabitatType,Round,Flwr_Rich,Flwr_cov_perc,Bee_rich,Bee_abun,Abun_BB,Abun_SB,Notes,JulianDay,SumDD5,Treatment,YearMA,Treatment_Year,BterrAbun,BBAbun_notBterr,Blap,BBAbun_notBlap,LandscapeFlwrCov,LastYearAvgLFC,CumulativeLFC,LastYearCumulativeLFC
465,2018_W8,2018_146_W8,2018_1_W8,W8,2018_1,2018,2018_146,Water Retention Site,1,15,0.495205359,7,11,6,5,,146,610.1,CIL,NA,CIL_NA,0,6,1,5,0.023626462,NA,0.67900954,NA
89,2018_CR10,2018_147_CR10,2018_1_CR10,CR10,2018_1,2018,2018_147,Road Verge,1,7,0.028247567,0,0,0,0,,147,625.3,COL,NA,COL_NA,0,0,0,0,0.040518646,NA,1.305105084,NA
107,2018_CR7,2018_147_CR7,2018_1_CR7,CR7,2018_1,2018,2018_147,Road Verge,1,3,0.155463893,1,1,1,0,,147,625.3,COL,NA,COL_NA,1,0,0,1,0.013358208,NA,0.317993,NA
110,2018_CR8,2018_147_CR8,2018_1_CR8,CR8,2018_1,2018,2018_147,Road Verge,1,5,0.012710793,1,5,5,0,,147,625.3,COL,NA,COL_NA,5,0,0,5,0.01875121,NA,0.500475391,NA
113,2018_CR9,2018_147_CR9,2018_1_CR9,CR9,2018_1,2018,2018_147,Road Verge,1,5,0.041514347,3,3,1,2,,147,625.3,COL,NA,COL_NA,0,1,0,1,0.051185625,NA,1.534387867,NA
343,2018_R18,2018_147_R18,2018_1_R18,R18,2018_1,2018,2018_147,Road Verge,1,6,2.223606133,1,3,3,0,,147,625.3,MA,2020,MA_2020,0,3,0,3,0.569385994,NA,14.9820884,NA
346,2018_R19,2018_147_R19,2018_1_R19,R19,2018_1,2018,2018_147,Road Verge,1,17,0.41873951,4,4,3,1,,147,625.3,CIL,NA,CIL_NA,0,3,1,2,0.422232165,NA,13.23111597,NA
352,2018_R20,2018_147_R20,2018_1_R20,R20,2018_1,2018,2018_147,Road Verge,1,9,0.146487169,1,1,1,0,,147,625.3,CIL,NA,CIL_NA,0,1,1,0,0.235531813,NA,7.10125078,NA
274,2018_P18,2018_148_P18,2018_1_P18,P18,2018_1,2018,2018_148,Pasture,1,7,0.868372133,1,26,26,0,,148,643,MA,2020,MA_2020,0,26,26,0,0.340982843,NA,12.07969046,NA
280,2018_P2,2018_148_P2,2018_1_P2,P2,2018_1,2018,2018_148,Pasture,1,6,0.05314588,4,4,2,2,,148,643,CIL,NA,CIL_NA,0,2,1,1,0.147426287,NA,5.512270708,NA
292,2018_P23,2018_148_P23,2018_1_P23,P23,2018_1,2018,2018_148,Pasture,1,11,0.858157567,5,25,25,0,,148,643,CIL,NA,CIL_NA,1,24,7,18,0.399314945,NA,11.00421237,NA
393,2018_S6,2018_148_S6,2018_1_S6,S6,2018_1,2018,2018_148,Species Rich Grassland,1,19,3.554288973,3,6,6,0,,148,643,CIL,NA,CIL_NA,0,6,0,6,0.404887716,NA,11.89878466,NA
396,2018_S7,2018_148_S7,2018_1_S7,S7,2018_1,2018,2018_148,Species Rich Grassland,1,15,3.420570891,5,20,20,0,,148,643,CIL,NA,CIL_NA,5,15,4,16,0.404710438,NA,11.59576762,NA
420,2018_W14,2018_148_W14,2018_1_W14,W14,2018_1,2018,2018_148,Water Retention Site,1,10,0.154173947,2,2,1,1,,148,643,CIL,NA,CIL_NA,1,0,0,1,0.053038779,NA,1.825962576,NA
423,2018_W15,2018_148_W15,2018_1_W15,W15,2018_1,2018,2018_148,Water Retention Site,1,13,0.51830684,11,23,8,15,,148,643,CIL,NA,CIL_NA,3,5,2,6,0.034645784,NA,1.043031099,NA
426,2018_W16,2018_148_W16,2018_1_W16,W16,2018_1,2018,2018_148,Water Retention Site,1,17,0.137953387,5,7,4,3,,148,643,CIL,NA,CIL_NA,0,4,2,2,0.059727555,NA,2.173681303,NA
226,2018_H16,2018_149_H16,2018_1_H16,H16,2018_1,2018,2018_149,Hedge,1,1,0.00838,0,0,0,0,,149,658.5,MA,2020,MA_2020,0,0,0,0,0.518710159,NA,16.13566603,NA
319,2018_R10,2018_149_R10,2018_1_R10,R10,2018_1,2018,2018_149,Road Verge,1,6,0.060208513,0,0,0,0,,149,658.5,CIL,NA,CIL_NA,0,0,0,0,0.00330393,NA,0.114805399,NA
370,2018_R8,2018_149_R8,2018_1_R8,R8,2018_1,2018,2018_149,Road Verge,1,12,0.027100087,5,10,5,5,,149,658.5,CIL,NA,CIL_NA,2,3,1,4,0.015048115,NA,0.358794068,NA
373,2018_R9,2018_149_R9,2018_1_R9,R9,2018_1,2018,2018_149,Road Verge,1,7,0.134251084,1,1,0,1,,149,658.5,CIL,NA,CIL_NA,0,0,0,0,0.004948951,NA,0.159885454,NA
289,2018_P22,2018_150_P22,2018_1_P22,P22,2018_1,2018,2018_150,Pasture,1,2,0.06462624,0,0,0,0,,150,674.7,CIL,NA,CIL_NA,0,0,0,0,0.099257811,NA,4.015189699,NA
441,2018_W20,2018_150_W20,2018_1_W20,W20,2018_1,2018,2018_150,Water Retention Site,1,12,0.464524667,5,15,12,3,,150,674.7,MA,2020,MA_2020,0,12,6,6,0.322247088,NA,11.09782014,NA
447,2018_W22,2018_150_W22,2018_1_W22,W22,2018_1,2018,2018_150,Water Retention Site,1,16,0.884690787,5,40,39,1,,150,674.7,CIL,NA,CIL_NA,6,33,2,37,0.052060448,NA,2.063714833,NA
322,2018_R11,2018_153_R11,2018_1_R11,R11,2018_1,2018,2018_153,Road Verge,1,18,0.150095193,2,10,9,1,,153,715.4,CIL,NA,CIL_NA,0,9,0,9,0.14420967,NA,8.613394731,NA
325,2018_R12,2018_153_R12,2018_1_R12,R12,2018_1,2018,2018_153,Road Verge,1,18,0.277428255,9,38,33,5,,153,715.4,MA,2020,MA_2020,2,31,1,32,0.425491659,NA,18.06155316,NA
328,2018_R13,2018_153_R13,2018_1_R13,R13,2018_1,2018,2018_153,Road Verge,1,11,0.314387967,1,3,3,0,,153,715.4,CIL,NA,CIL_NA,0,3,3,0,0.022747141,NA,1.388922799,NA
331,2018_R14,2018_153_R14,2018_1_R14,R14,2018_1,2018,2018_153,Road Verge,1,10,0.187341461,2,3,3,0,,153,715.4,MA,2020,MA_2020,2,1,0,3,0.024247314,NA,1.368144232,NA
334,2018_R15,2018_153_R15,2018_1_R15,R15,2018_1,2018,2018_153,Road Verge,1,17,0.51453581,3,16,16,0,,153,715.4,MA,2020,MA_2020,0,16,0,16,0.396026882,NA,11.77286462,NA
134,2018_CW7,2018_154_CW7,2018_1_CW7,CW7,2018_1,2018,2018_154,Water Retention Site,1,14,0.953322947,3,6,5,1,,154,729.6,COL,NA,COL_NA,0,5,3,2,0.057303943,NA,2.669430236,NA
265,2018_P14,2018_154_P14,2018_1_P14,P14,2018_1,2018,2018_154,Pasture,1,15,0.92489746,11,30,19,11,,154,729.6,CIL,NA,CIL_NA,0,19,6,13,0.451657395,NA,21.10203993,NA
337,2018_R16,2018_154_R16,2018_1_R16,R16,2018_1,2018,2018_154,Road Verge,1,9,0.056944881,5,11,5,6,,154,729.6,MA,2020,MA_2020,1,4,0,5,0.082054832,NA,3.794921065,NA
340,2018_R17,2018_154_R17,2018_1_R17,R17,2018_1,2018,2018_154,Road Verge,1,11,0.52706608,4,22,20,2,,154,729.6,CIL,NA,CIL_NA,0,20,6,14,0.133380652,NA,8.0646212,NA
206,2018_H1,2018_162_H1,2018_2_H1,H1,2018_2,2018,2018_162,Hedge,2,7,0.021707367,1,1,1,0,,162,847.4,CIL,NA,CIL_NA,0,1,0,1,0.103199446,NA,15.47684126,NA
212,2018_H11,2018_162_H11,2018_2_H11,H11,2018_2,2018,2018_162,Hedge,2,1,0.00531,0,0,0,0,,162,847.4,MA,2020,MA_2020,0,0,0,0,0.076213844,NA,10.96449304,NA
218,2018_H13,2018_162_H13,2018_2_H13,H13,2018_2,2018,2018_162,Hedge,2,2,0.031992114,1,1,1,0,,162,847.4,MA,2020,MA_2020,0,1,1,0,0.021079608,NA,0.917361623,NA
224,2018_H15,2018_162_H15,2018_2_H15,H15,2018_2,2018,2018_162,Hedge,2,4,0.005157967,0,0,0,0,,162,847.4,MA,2020,MA_2020,0,0,0,0,0.014161511,NA,0.412750059,NA
227,2018_H16,2018_162_H16,2018_2_H16,H16,2018_2,2018,2018_162,Hedge,2,0,0,2,8,0,8,assumed flowers are 0,162,847.4,MA,2020,MA_2020,0,0,0,0,0.115485099,NA,17.58682546,NA
236,2018_H4,2018_162_H4,2018_2_H4,H4,2018_2,2018,2018_162,Hedge,2,2,0.001995333,0,0,0,0,,162,847.4,CIL,NA,CIL_NA,0,0,0,0,0.071603612,NA,10.23628182,NA
239,2018_H5,2018_162_H5,2018_2_H5,H5,2018_2,2018,2018_162,Hedge,2,2,0.10923,5,18,9,9,,162,847.4,MA,2020,MA_2020,6,3,1,8,0.049580223,NA,6.450424791,NA
242,2018_H6,2018_162_H6,2018_2_H6,H6,2018_2,2018,2018_162,Hedge,2,5,0.535417384,1,7,0,7,,162,847.4,CIL,NA,CIL_NA,0,0,0,0,0.097226123,NA,14.33084857,NA
251,2018_H9,2018_162_H9,2018_2_H9,H9,2018_2,2018,2018_162,Hedge,2,7,0.401059375,2,4,3,1,,162,847.4,MA,2020,MA_2020,0,3,3,0,0.100234636,NA,14.6860055,NA
293,2018_P23,2018_164_P23,2018_2_P23,P23,2018_2,2018,2018_164,Pasture,2,8,0.058898273,1,2,2,0,,164,866.1,CIL,NA,CIL_NA,0,2,0,2,0.082896383,NA,12.61993936,NA
335,2018_R15,2018_164_R15,2018_2_R15,R15,2018_2,2018,2018_164,Road Verge,2,18,1.131601085,2,24,24,0,,164,866.1,MA,2020,MA_2020,0,24,10,14,0.080635102,NA,12.21106529,NA
391,2018_S5,2018_164_S5,2018_2_S5,S5,2018_2,2018,2018_164,Species Rich Grassland,2,17,0.902154349,3,60,60,0,,164,866.1,CIL,NA,CIL_NA,5,55,45,15,0.075288747,NA,11.29204294,NA
394,2018_S6,2018_164_S6,2018_2_S6,S6,2018_2,2018,2018_164,Species Rich Grassland,2,18,1.045274847,10,23,12,11,,164,866.1,CIL,NA,CIL_NA,1,11,2,10,0.090302448,NA,13.53292782,NA
397,2018_S7,2018_164_S7,2018_2_S7,S7,2018_2,2018,2018_164,Species Rich Grassland,2,20,0.7446458,1,6,6,0,,164,866.1,CIL,NA,CIL_NA,0,6,0,6,0.087251929,NA,13.23034152,NA
430,2018_W17,2018_164_W17,2018_2_W17,W17,2018_2,2018,2018_164,Water Retention Site,2,15,0.36311138,5,9,6,3,,164,866.1,CIL,NA,CIL_NA,0,6,5,1,0.096363367,NA,14.75963806,NA
433,2018_W18,2018_164_W18,2018_2_W18,W18,2018_2,2018,2018_164,Water Retention Site,2,17,0.301947709,13,27,3,24,,164,866.1,MA,2020,MA_2020,1,2,1,2,0.061423592,NA,9.300028291,NA
120,2018_CW10,2018_165_CW10,2018_2_CW10,CW10,2018_2,2018,2018_165,Water Retention Site,2,18,0.249835719,3,6,2,4,,165,876.8,COL,NA,COL_NA,0,2,2,0,0.050153482,NA,5.974716184,NA
314,2018_P9,2018_165_P9,2018_2_P9,P9,2018_2,2018,2018_165,Pasture,2,4,0.003581147,0,0,0,0,,165,876.8,MA,2020,MA_2020,0,0,0,0,0.062621039,NA,7.769382048,NA
317,2018_R1,2018_165_R1,2018_2_R1,R1,2018_2,2018,2018_165,Road Verge,2,20,0.882698143,7,54,38,16,,165,876.8,CIL,NA,CIL_NA,0,38,0,38,0.059270923,NA,7.26651565,NA
457,2018_W5,2018_165_W5,2018_2_W5,W5,2018_2,2018,2018_165,Water Retention Site,2,20,0.312986272,7,18,14,4,,165,876.8,CIL,NA,CIL_NA,0,14,1,13,0.067050337,NA,8.464892163,NA
460,2018_W6,2018_165_W6,2018_2_W6,W6,2018_2,2018,2018_165,Water Retention Site,2,12,1.121930613,3,48,48,0,,165,876.8,CIL,NA,CIL_NA,6,42,39,9,0.093702939,NA,12.87214547,NA
463,2018_W7,2018_165_W7,2018_2_W7,W7,2018_2,2018,2018_165,Water Retention Site,2,14,0.289816394,2,2,2,0,,165,876.8,MA,2020,MA_2020,0,2,1,1,0.037204096,NA,4.614239635,NA
96,2018_CR3,2018_166_CR3,2018_2_CR3,CR3,2018_2,2018,2018_166,Road Verge,2,14,0.440747959,4,10,9,1,,166,890,COL,NA,COL_NA,1,8,0,9,0.009519022,NA,0.234411403,NA
99,2018_CR4,2018_166_CR4,2018_2_CR4,CR4,2018_2,2018,2018_166,Road Verge,2,15,0.485848996,3,6,3,3,,166,890,COL,NA,COL_NA,0,3,1,2,0.009825719,NA,0.445304977,NA
102,2018_CR5,2018_166_CR5,2018_2_CR5,CR5,2018_2,2018,2018_166,Road Verge,2,16,1.358498765,3,7,6,1,,166,890,COL,NA,COL_NA,1,5,0,6,0.013974291,NA,1.063721983,NA
105,2018_CR6,2018_166_CR6,2018_2_CR6,CR6,2018_2,2018,2018_166,Road Verge,2,10,0.126980253,1,2,2,0,,166,890,COL,NA,COL_NA,0,2,0,2,0.020537489,NA,0.938374586,NA
108,2018_CR7,2018_166_CR7,2018_2_CR7,CR7,2018_2,2018,2018_166,Road Verge,2,3,0.403227711,1,2,2,0,,166,890,COL,NA,COL_NA,0,2,2,0,0.014378846,NA,0.448413375,NA
347,2018_R19,2018_166_R19,2018_2_R19,R19,2018_2,2018,2018_166,Road Verge,2,23,0.830403703,5,24,19,5,,166,890,CIL,NA,CIL_NA,0,19,15,4,0.10260091,NA,15.3179859,NA
350,2018_R2,2018_166_R2,2018_2_R2,R2,2018_2,2018,2018_166,Road Verge,2,20,0.318238767,2,6,6,0,,166,890,MA,2020,MA_2020,0,6,2,4,0.121157398,NA,17.27474927,NA
377,2018_S1,2018_166_S1,2018_2_S1,S1,2018_2,2018,2018_166,Species Rich Grassland,2,15,0.749773585,6,16,14,2,,166,890,CIL,NA,CIL_NA,0,14,6,8,0.100162128,NA,14.92175725,NA
445,2018_W21,2018_166_W21,2018_2_W21,W21,2018_2,2018,2018_166,Water Retention Site,2,13,0.550616943,1,1,1,0,,166,890,MA,2020,MA_2020,0,1,0,1,0.034793796,NA,3.22163738,NA
66,2018_CP3,2018_167_CP3,2018_2_CP3,CP3,2018_2,2018,2018_167,Pasture,2,16,0.51752402,5,20,18,2,,167,902.7,COL,NA,COL_NA,1,17,0,18,0.024139744,NA,1.951175168,NA
78,2018_CP7,2018_167_CP7,2018_2_CP7,CP7,2018_2,2018,2018_167,Pasture,2,13,0.194108113,1,1,1,0,,167,902.7,COL,NA,COL_NA,0,1,0,1,0.053038712,NA,5.179626545,NA
81,2018_CP8,2018_167_CP8,2018_2_CP8,CP8,2018_2,2018,2018_167,Pasture,2,11,0.359748095,2,6,6,0,,167,902.7,COL,NA,COL_NA,0,6,4,2,0.076818056,NA,10.29327175,NA
87,2018_CR1,2018_167_CR1,2018_2_CR1,CR1,2018_2,2018,2018_167,Road Verge,2,21,1.216938277,10,21,3,18,,167,902.7,COL,NA,COL_NA,1,2,2,1,0.069053255,NA,8.044572544,NA
93,2018_CR2,2018_167_CR2,2018_2_CR2,CR2,2018_2,2018,2018_167,Road Verge,2,2,0.005812,0,0,0,0,,167,902.7,COL,NA,COL_NA,0,0,0,0,0.08059453,NA,9.095109623,NA
117,2018_CW1,2018_167_CW1,2018_2_CW1,CW1,2018_2,2018,2018_167,Water Retention Site,2,13,0.349192673,5,7,4,3,,167,902.7,COL,NA,COL_NA,0,4,1,3,0.062893219,NA,7.540519266,NA
126,2018_CW2,2018_167_CW2,2018_2_CW2,CW2,2018_2,2018,2018_167,Water Retention Site,2,14,0.1494499,1,2,2,0,,167,902.7,COL,NA,COL_NA,0,2,0,2,0.041900058,NA,3.507888396,NA
305,2018_P6,2018_169_P6,2018_2_P6,P6,2018_2,2018,2018_169,Pasture,2,13,0.273324847,5,6,1,5,,169,926.7,CIL,NA,CIL_NA,0,1,0,1,0.131644108,NA,18.45038917,NA
311,2018_P8,2018_169_P8,2018_2_P8,P8,2018_2,2018,2018_169,Pasture,2,6,0.214716507,1,3,3,0,,169,926.7,MA,2020,MA_2020,0,3,0,3,0.082426809,NA,9.614284989,NA
323,2018_R11,2018_169_R11,2018_2_R11,R11,2018_2,2018,2018_169,Road Verge,2,19,0.192382748,1,1,1,0,,169,926.7,CIL,NA,CIL_NA,1,0,0,1,0.081421852,NA,9.18826037,NA
356,2018_R3,2018_169_R3,2018_2_R3,R3,2018_2,2018,2018_169,Road Verge,2,18,0.630209089,1,5,5,0,,169,926.7,CIL,NA,CIL_NA,0,5,0,5,0.08747429,NA,10.92576099,NA
362,2018_R5,2018_169_R5,2018_2_R5,R5,2018_2,2018,2018_169,Road Verge,2,22,0.17542769,1,1,1,0,,169,926.7,MA,2020,MA_2020,0,1,0,1,0.079699293,NA,8.715115907,NA
382,2018_S2,2018_169_S2,2018_2_S2,S2,2018_2,2018,2018_169,Species Rich Grassland,2,6,0.114875253,1,1,1,0,,169,926.7,CIL,NA,CIL_NA,0,1,1,0,0.132420682,NA,19.18573067,NA
439,2018_W2,2018_169_W2,2018_2_W2,W2,2018_2,2018,2018_169,Water Retention Site,2,6,0.059845067,0,0,0,0,,169,926.7,CIL,NA,CIL_NA,0,0,0,0,0.129681777,NA,18.79885938,NA
260,2018_P11,2018_170_P11,2018_2_P11,P11,2018_2,2018,2018_170,Pasture,2,6,0.131105387,2,12,12,0,,170,939.6,CIL,NA,CIL_NA,0,12,3,9,0.049725362,NA,12.41975377,NA
326,2018_R12,2018_170_R12,2018_2_R12,R12,2018_2,2018,2018_170,Road Verge,2,15,1.691410005,4,9,7,2,,170,939.6,MA,2020,MA_2020,1,6,0,7,0.130056927,NA,19.34636831,NA
344,2018_R18,2018_170_R18,2018_2_R18,R18,2018_2,2018,2018_170,Road Verge,2,12,0.180741367,2,2,2,0,,170,939.6,MA,2020,MA_2020,1,1,0,2,0.169794352,NA,18.43049552,NA
359,2018_R4,2018_170_R4,2018_2_R4,R4,2018_2,2018,2018_170,Road Verge,2,26,1.442826253,2,2,2,0,,170,939.6,MA,2020,MA_2020,1,1,1,1,0.171779146,NA,22.99890401,NA
385,2018_S3,2018_170_S3,2018_2_S3,S3,2018_2,2018,2018_170,Species Rich Grassland,2,18,1.033639507,2,12,12,0,,170,939.6,CIL,NA,CIL_NA,0,12,2,10,0.126833156,NA,16.0460926,NA
406,2018_W1,2018_170_W1,2018_2_W1,W1,2018_2,2018,2018_170,Water Retention Site,2,18,0.965351854,7,23,19,4,,170,939.6,MA,2020,MA_2020,1,18,6,13,0.043949251,NA,10.24861607,NA
412,2018_W11,2018_170_W11,2018_2_W11,W11,2018_2,2018,2018_170,Water Retention Site,2,11,0.089308927,0,0,0,0,,170,939.6,CIL,NA,CIL_NA,0,0,0,0,0.02303392,NA,3.421840827,NA
418,2018_W13,2018_170_W13,2018_2_W13,W13,2018_2,2018,2018_170,Water Retention Site,2,16,0.494351233,3,13,13,0,,170,939.6,MA,2020,MA_2020,1,12,0,13,0.035274745,NA,6.91277177,NA
451,2018_W3,2018_170_W3,2018_2_W3,W3,2018_2,2018,2018_170,Water Retention Site,2,16,0.773143873,2,4,4,0,,170,939.6,MA,2020,MA_2020,0,4,1,3,0.173823856,NA,23.80572111,NA
33,2018_CH1,2018_171_CH1,2018_2_CH1,CH1,2018_2,2018,2018_171,Hedge,2,1,0.010471893,0,0,0,0,,171,956.3,COL,NA,COL_NA,0,0,0,0,0.015048805,NA,1.900558214,NA
42,2018_CH5,2018_171_CH5,2018_2_CH5,CH5,2018_2,2018,2018_171,Hedge,2,0,0,0,0,0,0,not in bee or flower sheet,171,956.3,COL,NA,COL_NA,0,0,0,0,0.018977599,NA,0.749552415,NA
45,2018_CH6,2018_171_CH6,2018_2_CH6,CH6,2018_2,2018,2018_171,Hedge,2,6,0.186216353,5,7,3,4,,171,956.3,COL,NA,COL_NA,0,3,0,3,0.02062842,NA,0.998905341,NA
54,2018_CH9,2018_171_CH9,2018_2_CH9,CH9,2018_2,2018,2018_171,Hedge,2,3,0.031793781,6,12,3,9,,171,956.3,COL,NA,COL_NA,2,1,0,3,0.011785422,NA,0.405863095,NA
90,2018_CR10,2018_171_CR10,2018_2_CR10,CR10,2018_2,2018,2018_171,Road Verge,2,12,0.020999867,3,4,1,3,,171,956.3,COL,NA,COL_NA,0,1,1,0,0.011944831,NA,1.580722468,NA
111,2018_CR8,2018_171_CR8,2018_2_CR8,CR8,2018_2,2018,2018_171,Road Verge,2,12,0.08332554,1,2,2,0,,171,956.3,COL,NA,COL_NA,0,2,2,0,0.016330568,NA,0.731876178,NA
114,2018_CR9,2018_171_CR9,2018_2_CR9,CR9,2018_2,2018,2018_171,Road Verge,2,9,0.366715669,4,12,7,5,,171,956.3,COL,NA,COL_NA,0,7,4,3,0.020514951,NA,1.941770651,NA
209,2018_H10,2018_171_H10,2018_2_H10,H10,2018_2,2018,2018_171,Hedge,2,2,0.000988667,0,0,0,0,,171,956.3,MA,2020,MA_2020,0,0,0,0,0.040066453,NA,6.991616625,NA
245,2018_H7,2018_171_H7,2018_2_H7,H7,2018_2,2018,2018_171,Hedge,2,5,0.151554805,0,0,0,0,,171,956.3,CIL,NA,CIL_NA,0,0,0,0,0.013364599,NA,2.655396363,NA
248,2018_H8,2018_171_H8,2018_2_H8,H8,2018_2,2018,2018_171,Hedge,2,3,0.02032808,4,4,2,2,,171,956.3,CIL,NA,CIL_NA,1,1,1,1,0.068348891,NA,9.773577381,NA
371,2018_R8,2018_171_R8,2018_2_R8,R8,2018_2,2018,2018_171,Road Verge,2,8,0.044835543,0,0,0,0,,171,956.3,CIL,NA,CIL_NA,0,0,0,0,0.015315986,NA,0.51749075,NA
409,2018_W10,2018_171_W10,2018_2_W10,W10,2018_2,2018,2018_171,Water Retention Site,2,0,0,0,0,0,0,not in bee or flower sheet,171,956.3,MA,2020,MA_2020,0,0,0,0,0.011477886,NA,0.51184158,NA
415,2018_W12,2018_171_W12,2018_2_W12,W12,2018_2,2018,2018_171,Water Retention Site,2,1,2.95E-05,0,0,0,0,,171,956.3,CIL,NA,CIL_NA,0,0,0,0,0.043687267,NA,2.759447524,NA
421,2018_W14,2018_171_W14,2018_2_W14,W14,2018_2,2018,2018_171,Water Retention Site,2,8,0.05121725,0,0,0,0,,171,956.3,CIL,NA,CIL_NA,0,0,0,0,0.028150996,NA,2.247259257,NA
424,2018_W15,2018_171_W15,2018_2_W15,W15,2018_2,2018,2018_171,Water Retention Site,2,12,0.096269707,2,4,4,0,,171,956.3,CIL,NA,CIL_NA,0,4,3,1,0.024746011,NA,1.363696751,NA
436,2018_W19,2018_171_W19,2018_2_W19,W19,2018_2,2018,2018_171,Water Retention Site,2,12,0.297259713,6,10,5,5,,171,956.3,MA,2020,MA_2020,1,4,1,4,0.017013774,NA,1.45313422,NA
454,2018_W4,2018_171_W4,2018_2_W4,W4,2018_2,2018,2018_171,Water Retention Site,2,23,0.29461532,4,9,6,3,,171,956.3,MA,2020,MA_2020,2,4,3,3,0.05114811,NA,4.063625828,NA
469,2018_W9,2018_171_W9,2018_2_W9,W9,2018_2,2018,2018_171,Water Retention Site,2,12,0.060094297,7,10,3,7,,171,956.3,CIL,NA,CIL_NA,1,2,1,2,0.011210852,NA,0.525258752,NA
275,2018_P18,2018_172_P18,2018_2_P18,P18,2018_2,2018,2018_172,Pasture,2,2,0.005163713,0,0,0,0,,172,966.3,MA,2020,MA_2020,0,0,0,0,0.09072931,NA,14.06412958,NA
281,2018_P2,2018_172_P2,2018_2_P2,P2,2018_2,2018,2018_172,Pasture,2,1,0.0002988,0,0,0,0,,172,966.3,CIL,NA,CIL_NA,0,0,0,0,0.039072128,NA,6.400418232,NA
329,2018_R13,2018_172_R13,2018_2_R13,R13,2018_2,2018,2018_172,Road Verge,2,3,0.008485533,0,0,0,0,,172,966.3,CIL,NA,CIL_NA,0,0,0,0,0.014074696,NA,1.538914161,NA
332,2018_R14,2018_172_R14,2018_2_R14,R14,2018_2,2018,2018_172,Road Verge,2,12,0.037347495,1,1,1,0,,172,966.3,MA,2020,MA_2020,0,1,1,0,0.016820504,NA,1.54588958,NA
341,2018_R17,2018_172_R17,2018_2_R17,R17,2018_2,2018,2018_172,Road Verge,2,9,0.527775479,1,3,3,0,,172,966.3,CIL,NA,CIL_NA,0,3,0,3,0.053217588,NA,8.57750899,NA
353,2018_R20,2018_172_R20,2018_2_R20,R20,2018_2,2018,2018_172,Road Verge,2,24,4.658603159,6,19,8,11,,172,966.3,CIL,NA,CIL_NA,0,8,6,2,0.064333661,NA,8.598818643,NA
427,2018_W16,2018_172_W16,2018_2_W16,W16,2018_2,2018,2018_172,Water Retention Site,2,16,0.398760047,1,4,4,0,,172,966.3,CIL,NA,CIL_NA,0,4,0,4,0.022998047,NA,2.593651215,NA
448,2018_W22,2018_172_W22,2018_2_W22,W22,2018_2,2018,2018_172,Water Retention Site,2,14,0.293009207,4,9,7,2,,172,966.3,CIL,NA,CIL_NA,0,7,1,6,0.01613939,NA,2.301597391,NA
69,2018_CP4,2018_173_CP4,2018_2_CP4,CP4,2018_2,2018,2018_173,Pasture,2,8,0.819138223,3,5,5,0,,173,973.5,COL,NA,COL_NA,1,4,3,2,0.129385153,NA,14.14133375,NA
72,2018_CP5,2018_173_CP5,2018_2_CP5,CP5,2018_2,2018,2018_173,Pasture,2,8,0.032765927,3,3,1,2,,173,973.5,COL,NA,COL_NA,0,1,1,0,0.12266688,NA,10.04111076,NA
141,2018_CW9,2018_173_CW9,2018_2_CW9,CW9,2018_2,2018,2018_173,Water Retention Site,2,17,1.24194902,4,17,9,8,,173,973.5,COL,NA,COL_NA,0,9,4,5,0.030534576,NA,1.121225996,NA
302,2018_P5,2018_173_P5,2018_2_P5,P5,2018_2,2018,2018_173,Pasture,2,2,0.005702853,0,0,0,0,,173,973.5,CIL,NA,CIL_NA,0,0,0,0,0.152531647,NA,15.26720111,NA
388,2018_S4,2018_173_S4,2018_2_S4,S4,2018_2,2018,2018_173,Species Rich Grassland,2,20,2.923851095,7,28,24,4,,173,973.5,CIL,NA,CIL_NA,0,24,12,12,0.273989597,NA,26.15816377,NA
442,2018_W20,2018_173_W20,2018_2_W20,W20,2018_2,2018,2018_173,Water Retention Site,2,12,0.323898253,2,2,2,0,,173,973.5,MA,2020,MA_2020,1,1,1,1,0.126177082,NA,12.46415201,NA
75,2018_CP6,2018_174_CP6,2018_2_CP6,CP6,2018_2,2018,2018_174,Pasture,2,6,0.031187993,0,0,0,0,,174,981.9,COL,NA,COL_NA,0,0,0,0,0.119243489,NA,8.687180568,NA
123,2018_CW11,2018_174_CW11,2018_2_CW11,CW11,2018_2,2018,2018_174,Water Retention Site,2,18,0.420813414,10,21,14,7,,174,981.9,COL,NA,COL_NA,0,14,3,11,0.026328274,NA,0.818044154,NA
132,2018_CW5,2018_174_CW5,2018_2_CW5,CW5,2018_2,2018,2018_174,Water Retention Site,2,16,0.883457213,2,3,3,0,,174,981.9,COL,NA,COL_NA,1,2,0,3,0.023021544,NA,0.929037794,NA
138,2018_CW8,2018_174_CW8,2018_2_CW8,CW8,2018_2,2018,2018_174,Water Retention Site,2,14,0.087500276,2,8,5,3,,174,981.9,COL,NA,COL_NA,0,5,5,0,0.104250318,NA,6.534220778,NA
257,2018_P10,2018_174_P10,2018_2_P10,P10,2018_2,2018,2018_174,Pasture,2,5,0.118396653,3,4,2,2,,174,981.9,MA,2020,MA_2020,0,2,1,1,0.034995604,NA,1.570398073,NA
